EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
324,19,35,8,9,KGID714923,Geetha,1989-01-23,F,A-,0,2013-09-17
325,19,35,11,7,KGID742039,Manjunath,1984-06-28,M,A+,0,2006-10-11
326,20,36,8,3,KGID620526,Srinivas,1996-06-20,M,O-,0,2017-07-31
327,20,36,8,5,KGID908903,Harish,2000-01-15,M,A+,0,2024-01-14
328,20,36,12,7,KGID620248,Vinod,1996-12-14,M,AB-,0,2024-05-27
329,20,36,9,1,KGID910894,Manjula,1981-06-30,F,A-,0,2004-03-30
330,20,36,8,2,KGID148215,Ravi,1966-12-23,M,AB-,0,1988-02-06
331,20,36,8,3,KGID335421,Sunitha,1989-10-20,F,O-,0,2018-10-17
332,20,36,12,6,KGID288056,Deepa,1981-09-22,F,B-,0,2004-01-19
333,20,36,9,1,KGID443199,Rajesh,1977-08-31,M,A-,0,2007-04-29
334,20,36,9,1,KGID586462,Girish,2000-03-11,M,O-,0,2024-08-01
335,20,36,8,8,KGID106687,Ramesh,1999-02-11,M,AB+,0,2025-10-02
336,20,36,9,9,KGID895794,Yogesh,1965-06-07,M,AB+,0,1990-03-05
337,20,36,8,5,KGID249289,Naveen,1983-11-01,M,O+,0,2010-05-03
338,20,36,6,4,KGID708982,Nagaraj,1985-07-26,M,A-,0,2014-12-09
339,20,36,11,7,KGID348273,Suresh,1984-07-06,M,O+,0,2012-12-04
340,20,36,12,6,KGID385166,Harish,1979-08-21,M,B-,0,2004-03-09
341,20,36,5,4,KGID272359,Girish,1969-11-21,M,AB-,0,1992-08-13
342,20,36,11,7,KGID585854,Krishnamurthy,1974-04-25,M,O+,0,2000-05-14
343,20,36,8,2,KGID325465,Rekha,1996-08-11,F,O-,0,2025-05-30
344,21,37,12,6,KGID132591,Sharath,1978-05-29,M,AB+,0,2002-04-23
345,21,37,8,9,KGID112537,Prakash,2000-08-10,M,A+,0,2023-02-28
346,21,37,5,4,KGID710610,Mahesh,1981-09-12,M,O+,0,2010-05-19
347,21,37,8,2,KGID196446,Shobha,1993-12-23,T,O-,0,2019-12-08
348,21,38,8,8,KGID620226,Girish,1984-06-06,M,A+,0,2013-07-16
349,21,38,11,7,KGID255851,Kumar,1977-05-03,M,A+,0,2001-06-17
350,21,38,10,10,KGID163941,Sanjay,1983-06-26,M,A-,0,2010-08-23
351,21,37,8,3,KGID501078,Lokesh,1988-08-02,M,O-,0,2012-05-13
352,21,38,9,8,KGID288550,Malathi,1979-06-06,F,A+,0,2004-10-07
353,21,38,5,4,KGID904092,Vani,1967-08-18,F,B-,1,1993-11-26
354,21,37,8,2,KGID901164,Vinod,1988-12-09,M,B-,0,2018-10-18
355,21,38,12,7,KGID945372,Manjula,1972-11-25,F,O-,0,1996-07-15
356,21,37,9,1,KGID977340,Deepa,1971-05-18,F,AB-,0,1998-09-04
357,21,37,8,3,KGID120896,Suresh,1975-06-09,M,AB-,0,2003-03-03
358,21,38,10,10,KGID162448,Anitha,1997-02-28,F,A+,0,2020-02-19
359,21,38,8,3,KGID714483,Savitha,1968-04-03,F,A-,0,1993-06-06
360,21,38,11,6,KGID282664,Jayanthi,2000-07-09,F,O-,0,2025-01-28
361,21,37,10,10,KGID286340,Harish,1995-11-20,M,A+,0,2020-03-04
362,21,38,11,10,KGID948095,Deepa,1966-06-15,F,B-,0,1989-06-24
363,21,38,8,2,KGID435039,Harish,1968-06-28,M,B+,0,1992-02-22
364,21,37,8,2,KGID467506,Vinod,1974-05-29,M,O+,0,1998-03-11
365,21,38,8,1,KGID617033,Harish,1983-10-29,M,AB+,0,2006-09-04
366,22,39,8,2,KGID270557,Deepa,1994-03-15,F,AB-,0,2023-09-09
367,22,39,9,1,KGID278368,Vinod,1969-09-12,M,AB+,0,1991-07-07
368,22,39,8,2,KGID552275,Chandrashekar,1986-08-28,M,B+,0,2015-07-17
369,22,39,11,7,KGID831063,Basavaraj,1974-03-22,M,O+,0,1997-05-03
370,22,39,8,5,KGID261050,Mahesh,1990-08-25,M,A+,0,2017-10-18
371,22,39,11,7,KGID309374,Sharath,1993-01-15,M,A-,0,2020-10-03
372,22,39,8,3,KGID593821,Pushpa,1970-03-08,F,AB-,0,1994-08-17
373,22,39,8,5,KGID487345,Mahesh,1973-04-18,M,B+,0,1998-06-10
374,22,39,9,5,KGID258471,Naveen,1977-01-18,M,A-,0,2004-05-12
375,22,39,12,6,KGID981639,Deepa,1975-03-17,F,AB+,0,2002-05-26
376,22,39,12,7,KGID513982,Naveen,1986-05-14,M,A+,0,2010-09-14
377,22,39,8,9,KGID322182,Krishnamurthy,1985-02-22,M,B-,0,2008-01-26
378,22,39,11,7,KGID974625,Jayanthi,1974-01-22,T,O+,0,2002-01-29
379,22,39,8,2,KGID644932,Mahesh,1989-10-06,M,AB-,0,2014-05-28
380,23,40,11,10,KGID210766,Srinivas,1971-08-26,M,A-,0,1998-12-27
381,23,40,9,9,KGID699809,Vani,1982-03-08,F,AB-,0,2010-07-06
382,23,40,9,5,KGID140666,Chandrashekar,1995-07-17,M,AB+,0,2024-04-21
383,23,40,11,6,KGID454278,Sanjay,1977-01-18,M,O+,0,2002-03-18
384,23,40,8,8,KGID911630,Radha,1971-01-11,F,O-,0,1995-05-20
385,23,40,11,7,KGID896386,Ganesh,1983-04-08,M,O-,0,2012-07-23
386,23,40,8,9,KGID918430,Yogesh,1987-09-26,M,A+,0,2013-03-30
387,23,40,5,4,KGID387286,Rajesh,1967-04-09,M,O-,0,1992-04-18
388,24,41,11,7,KGID286209,Naveen,1981-09-16,M,AB-,0,2008-03-05
389,24,41,12,6,KGID128783,Vinod,1998-08-06,M,AB+,0,2026-03-10
390,24,41,10,10,KGID382154,Shailaja,1975-02-06,F,AB+,0,2003-09-07
391,24,41,9,1,KGID334639,Shailaja,1972-10-08,F,O+,0,2000-06-30
392,24,41,9,5,KGID328808,Mahesh,1980-08-23,M,AB-,0,2006-10-11
393,24,41,9,9,KGID688730,Ravi,1987-12-12,M,O+,0,2016-05-11
394,24,41,8,2,KGID373832,Vinod,1993-09-26,M,O+,0,2018-05-14
395,24,41,8,9,KGID813824,Roopa,1983-02-16,F,B+,0,2011-07-09
396,24,41,9,8,KGID711344,Anand,1983-02-24,M,B-,0,2008-06-27
397,24,41,6,4,KGID986486,Yamuna,1981-01-30,F,B+,0,2007-10-03
398,24,41,8,9,KGID860413,Sanjay,1970-09-28,M,B+,0,2000-01-13
399,24,41,11,6,KGID926372,Naveen,1998-05-21,M,O-,0,2022-10-24
400,24,41,11,10,KGID595158,Prakash,1986-02-09,M,B-,0,2007-09-11
401,24,41,12,7,KGID459315,Prasad,1971-10-07,M,AB+,1,1994-04-16
402,24,41,8,8,KGID611265,Yogesh,1973-02-02,M,O-,0,2002-10-23
403,24,41,8,3,KGID898169,Ravi,1985-04-12,M,B+,0,2009-05-01
404,25,42,8,8,KGID549865,Anand,1993-06-02,M,AB-,0,2019-03-21
405,25,42,8,1,KGID118786,Ravi,1979-06-16,M,A+,0,2008-12-05
406,25,42,5,4,KGID502181,Nagaraj,1979-01-01,M,O+,0,2001-06-07
407,25,42,9,1,KGID554730,Nandini,1997-08-25,F,B+,0,2024-06-20
408,25,42,9,8,KGID335217,Kumar,1983-02-05,M,B+,0,2004-04-18
409,25,42,8,1,KGID493417,Yogesh,1994-03-08,M,O+,0,2024-01-19
410,25,42,10,10,KGID150578,Suresh,1994-09-11,M,A-,0,2016-11-21
411,25,42,11,7,KGID828961,Sanjay,1996-06-26,M,A+,0,2019-03-10
412,25,42,8,2,KGID636435,Yogesh,1971-02-26,M,A-,0,1996-11-01
413,25,42,8,2,KGID475308,Ganesh,1999-11-25,M,AB+,0,2023-11-01
414,26,43,9,9,KGID113368,Pushpa,1979-10-31,F,A-,0,2003-06-12
415,26,43,11,10,KGID368322,Manjunath,1999-12-20,M,B-,0,2026-03-26
416,26,43,9,5,KGID477712,Prakash,1972-11-02,M,O-,0,1994-04-07
417,26,43,8,2,KGID444625,Sunitha,1965-06-08,F,O-,0,1987-12-21
418,26,43,11,10,KGID219361,Padma,1981-09-19,F,AB+,0,2006-07-18
419,26,43,9,8,KGID218548,Pushpa,2000-11-18,F,B+,0,2024-08-15
420,26,43,8,1,KGID290065,Girish,1986-08-27,M,AB+,0,2014-01-07
421,26,43,10,10,KGID531262,Geetha,1986-09-02,F,AB-,0,2013-02-16
422,27,44,11,6,KGID802382,Sharath,1988-07-17,M,O-,0,2018-02-18
423,27,44,10,10,KGID795951,Harish,1976-02-25,M,AB+,0,2002-07-16
424,27,44,8,9,KGID273438,Kumar,1987-09-06,M,A-,0,2013-12-05
425,27,44,11,6,KGID677236,Vinod,1967-04-05,M,AB+,0,1993-12-05
426,27,44,5,4,KGID998198,Lokesh,1990-09-15,M,AB-,0,2016-09-18
427,27,44,8,2,KGID137572,Ravi,1969-08-09,M,A+,0,1995-02-11
428,27,44,11,10,KGID457411,Bhagya,1974-04-13,F,O-,0,2002-08-10
429,27,44,6,4,KGID851470,Krishnamurthy,1992-10-20,M,O-,0,2020-07-07
430,27,44,8,2,KGID970196,Naveen,1965-02-05,M,O+,0,1989-11-29
431,27,44,11,6,KGID212157,Kumar,1987-02-02,M,O+,0,2009-08-25
432,27,44,5,4,KGID851606,Usha,1974-09-03,F,O-,0,2000-10-13
433,27,44,11,7,KGID579605,Yamuna,1991-06-01,F,B+,0,2013-10-12
434,28,45,8,9,KGID825423,Anand,1991-04-01,M,B+,0,2017-08-25
435,28,45,8,3,KGID539001,Chandrashekar,1992-03-11,M,B-,0,2016-10-14
436,28,45,12,6,KGID984027,Srinivas,1971-03-14,M,O-,0,1996-10-23
437,28,45,8,9,KGID805034,Chandrashekar,1997-01-17,M,B+,1,2021-04-16
438,28,45,8,3,KGID711116,Krishnamurthy,1980-10-20,M,AB+,0,2008-02-04
439,28,45,9,9,KGID126499,Jayanthi,1965-07-29,F,AB+,0,1992-06-03
440,28,45,8,1,KGID253541,Lokesh,1972-03-21,M,A+,0,1996-06-01
441,28,45,8,5,KGID746036,Suresh,1981-02-02,M,B-,0,2007-02-24
442,29,46,11,7,KGID500118,Lokesh,2000-10-31,M,AB+,0,2025-08-20
443,29,46,11,6,KGID970300,Vinod,1974-02-10,M,B-,0,2002-01-20
444,29,46,11,6,KGID815819,Ganesh,1978-03-13,M,A-,0,2004-03-19
445,29,46,8,3,KGID236384,Anand,1977-07-09,M,B+,0,2004-09-29
446,29,46,8,5,KGID438302,Yogesh,1971-12-12,M,A+,0,1993-05-18
447,29,46,11,10,KGID922116,Girish,1989-09-05,M,O-,0,2014-09-05
448,29,46,8,3,KGID196411,Manjula,1983-08-29,F,O-,0,2010-09-25
449,29,46,6,4,KGID688602,Shivakumar,1974-10-20,M,A+,0,2004-03-23
450,29,46,12,6,KGID141814,Puneeth,1992-07-12,M,O-,0,2020-06-24
451,29,46,8,2,KGID639292,Harish,1977-09-08,M,AB-,0,1998-12-13
452,29,46,8,5,KGID757386,Manjunath,1969-04-22,M,A-,0,1992-03-02
453,29,46,6,4,KGID777968,Shobha,1989-02-14,F,A-,0,2017-12-27
454,29,46,8,3,KGID156904,Basavaraj,1966-09-13,M,B+,0,1988-08-31
455,29,46,8,9,KGID573039,Naveen,1976-08-08,M,AB+,0,2002-02-27
456,29,46,9,1,KGID892682,Ramesh,1965-04-07,M,A+,0,1993-06-11
457,29,46,8,2,KGID736030,Kavitha,1978-01-01,F,A-,0,2007-10-24
458,30,47,12,7,KGID243006,Lakshmi,1986-04-06,F,AB+,0,2008-12-31
459,30,47,9,9,KGID111691,Geetha,1978-05-16,F,B+,0,2006-12-14
460,30,47,9,1,KGID322022,Manjunath,1978-09-02,M,AB+,0,2002-01-04
461,30,47,8,9,KGID220190,Naveen,1992-09-03,M,B+,0,2016-06-29
462,30,47,10,10,KGID404771,Bhagya,1985-09-10,F,A-,0,2013-11-27
463,30,47,6,4,KGID204904,Savitha,1970-10-02,F,O+,0,1999-04-07
464,30,47,6,4,KGID827143,Basavaraj,1992-08-25,M,B+,0,2021-01-10
465,30,47,12,6,KGID923824,Manjula,1965-03-21,F,B-,0,1989-09-18
466,30,47,12,7,KGID603268,Geetha,1995-06-27,F,AB-,0,2024-09-09
467,30,47,9,5,KGID982683,Kumar,1993-12-16,M,O+,0,2021-09-29
468,30,47,8,3,KGID119535,Puneeth,1968-06-06,M,A+,0,1997-07-28
469,30,47,11,10,KGID669868,Ganesh,1966-08-24,M,AB-,0,1993-10-25
470,30,47,8,3,KGID240384,Krishnamurthy,1991-06-14,M,AB-,0,2020-08-28
471,30,47,8,2,KGID893988,Ravi,1994-09-23,M,B+,0,2018-05-23
472,30,47,8,3,KGID898461,Sanjay,1981-02-04,M,AB-,0,2002-07-14
473,31,48,11,6,KGID506945,Ganesh,1988-03-26,M,AB-,0,2018-02-03
474,31,48,8,1,KGID975427,Anitha,1969-08-19,T,O+,0,1998-07-05
475,31,48,10,10,KGID641760,Mahesh,1981-05-22,M,O+,0,2008-12-18
476,31,48,6,4,KGID733561,Prasad,1980-06-24,M,A+,0,2006-12-04
477,31,48,8,3,KGID321791,Manjunath,1988-01-31,M,B+,0,2016-04-13
478,31,48,11,6,KGID604906,Anand,1979-10-25,M,AB-,0,2008-11-16
479,31,48,10,10,KGID234097,Anand,1966-01-03,M,B+,0,1989-09-22
480,31,48,8,9,KGID288783,Geetha,1967-07-06,F,AB+,0,1990-05-12
481,31,48,10,10,KGID571023,Yamuna,1977-09-19,F,AB-,0,1999-08-31
482,31,48,8,3,KGID753484,Roopa,1971-05-28,F,O+,0,2001-04-19
483,31,48,12,6,KGID238635,Manjunath,1975-04-24,M,A-,0,2000-07-15
484,31,48,9,9,KGID744610,Roopa,1969-04-27,F,A+,0,1992-04-17
